name,geoid,state_name,county_name,land_area (sqmtrs),population,population_density_sq_mi,median_household_income,hhs_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,race_and_ethnicity_white,race_and_ethnicity_black,race_and_ethnicity_native,race_and_ethnicity_asian,race_and_ethnicity_islander,race_and_ethnicity_other,race_and_ethnicity_two,race_and_ethnicity_hispanic,age_total,age_female_0_to_9,age_female_10_to_19,age_female_20_to_29,age_female_30_to_39,age_female_40_to_49,age_female_50_to_59,age_female_60_to_69,age_female_70_plus,age_male_0_to_9,age_male_10_to_19,age_male_20_to_29,age_male_30_to_39,age_male_40_to_49,age_male_50_to_59,age_male_60_to_69,age_male_70_plus,median_age,educational_attainment_population_25_years_and_over,educational_attainment_no_diploma,educational_attainment_high_school,educational_attainment_some_college,educational_attainment_bachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,employment_status_civilian_labor_force,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,
Stanford CDP,16000US0673906,California,Santa Clara,"7,110,457","16,326","5,946.80","$58,906","3,550",716,896,398,351,187,322,680,"16,326","7,496",493,32,"4,546",26,39,"1,079","2,615","16,326",317,"2,435","3,672",390,262,209,176,293,274,"2,157","4,686",611,256,200,159,229,22.5,"5,778",0.80%,1.90%,3.80%,35.50%,58.00%,"1,085",2.00%,"7,520",4.70%,"3,829","$2,000,001","3,550",
Stanton city,16000US0673962,California,Orange,"8,021,985","38,377","12,390.40","$57,598","11,282","2,215","2,835","1,976","1,344","1,705",753,454,"38,377","6,932",439,265,"11,240",307,94,759,"18,341","38,377","2,478","2,823","2,506","2,864","3,040","2,040","2,104","1,826","2,663","2,792","2,873","2,830","2,348","2,417","1,644","1,129",34.9,"25,123",27.20%,26.10%,26.90%,14.70%,5.10%,"8,233",13.10%,"19,507",4.60%,"11,640","$386,400","11,282",
Stevenson Ranch CDP,16000US0674130,California,Los Angeles,"16,462,034","19,179","3,017.50","$135,179","6,486",619,598,424,584,"1,314",886,"2,061","19,179","9,820",659,0,"4,680",0,0,"1,231","2,789","19,179","1,160","1,674",901,963,"1,808","1,581",845,712,"1,275","1,355","1,143",918,"1,837","1,734",856,417,40.6,"12,741",3.30%,13.20%,29.80%,30.80%,22.90%,"4,707",3.40%,"10,005",5.60%,"6,769","$732,400","6,486",
Stevinson CDP,16000US0674144,California,Merced,"2,927,390",177,156.6,-$1,96,59,16,6,0,0,0,15,177,99,0,27,5,0,0,0,46,177,6,0,0,19,27,0,12,15,0,5,0,27,6,44,1,15,47.8,166,34.90%,33.10%,22.90%,9.00%,0.00%,57,33.30%,28,0.00%,154,-$1,96,
Stinson Beach CDP,16000US0674172,California,Marin,"3,731,343",600,416.5,"$122,721",336,25,28,40,39,79,27,98,600,575,0,0,0,0,0,0,25,600,0,5,22,13,0,86,73,101,7,18,7,7,48,96,29,88,59,570,0.40%,15.60%,25.60%,30.00%,28.40%,109,0.00%,378,1.90%,764,"$1,701,500",336,
Stirling City CDP,16000US0674186,California,Butte,"3,048,650",374,317.7,-$1,97,27,43,0,0,27,0,0,374,229,0,0,0,0,0,0,145,374,39,35,0,37,40,0,15,15,29,84,0,11,14,17,0,38,25.5,187,35.30%,45.50%,11.80%,7.50%,0.00%,89,61.80%,84,26.20%,97,"$216,700",97,
Stockton city,16000US0675000,California,San Joaquin,"161,025,631","309,228","4,973.70","$54,614","95,514","21,633","21,897","17,932","11,422","13,120","5,116","4,394","309,228","63,697","33,393",631,"64,890","1,527",657,"12,506","131,927","309,228","23,199","23,081","23,266","20,655","19,254","17,672","15,762","14,903","23,836","25,152","23,922","20,275","18,192","16,484","13,238","10,337",33,"191,221",23.30%,28.30%,30.20%,12.60%,5.60%,"68,322",15.00%,"138,739",8.80%,"102,795","$273,400","95,514",
Stonyford CDP,16000US0675154,California,Colusa,"7,504,281",92,31.8,-$1,50,26,13,1,0,8,2,0,92,88,0,0,0,0,0,0,4,92,0,2,0,0,11,4,7,16,0,1,0,1,11,17,4,18,56.5,89,46.10%,20.20%,15.70%,18.00%,0.00%,22,13.60%,10,0.00%,63,"$250,000",50,
Storrie CDP,16000US0675168,California,Plumas,"217,322",0,0,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,-$1,0,
Stratford CDP,16000US0675252,California,Kings,"1,768,697",901,"1,319.40","$50,962",196,31,57,37,31,40,0,0,901,265,0,0,0,0,0,0,636,901,122,96,48,43,71,48,19,29,111,103,59,65,40,0,17,30,21.7,410,61.70%,18.30%,15.10%,4.90%,0.00%,196,15.80%,336,8.90%,196,-$1,196,
Strathmore CDP,16000US0675280,California,Tulare,"3,679,341","3,033","2,135.00","$25,500",802,376,315,44,0,18,16,33,"3,033",465,0,0,0,0,0,0,"2,568","3,033",316,376,105,165,288,172,130,158,147,309,100,58,348,125,183,53,38.3,"1,741",41.50%,32.00%,20.10%,6.40%,0.00%,581,46.50%,"1,155",17.70%,868,"$105,700",802,
Strawberry CDP,16000US0675322,California,Tuolumne,"1,350,627",5,9.6,-$1,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,79.5,5,0.00%,60.00%,40.00%,0.00%,0.00%,0,0.00%,0,0.00%,266,-$1,0,
Strawberry CDP,16000US0675315,California,Marin,"3,445,627","5,527","4,154.50","$107,063","2,391",235,323,350,228,357,277,621,"5,527","4,049",65,0,705,22,72,189,425,"5,527",237,518,248,274,424,440,378,466,263,387,221,247,440,356,295,333,45.5,"3,818",1.90%,6.30%,19.10%,42.30%,30.40%,"1,348",2.70%,"2,943",3.70%,"2,528","$1,633,700","2,391",
Sugarloaf Mountain Park CDP,16000US0675588,California,Tulare,"273,752",0,0,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,-$1,0,
Sugarloaf Saw Mill CDP,16000US0675592,California,Tulare,"252,263",0,0,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,69,-$1,0,
Sugarloaf Village CDP,16000US0675596,California,Tulare,"173,654",9,134.2,-$1,5,0,5,0,0,0,0,0,9,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,3,83.5,9,33.30%,33.30%,11.10%,0.00%,22.20%,5,0.00%,0,0.00%,34,-$1,5,
Suisun City city,16000US0675630,California,Solano,"10,518,643","29,488","7,260.80","$83,320","9,310","1,026","1,469","1,592","1,677","1,941","1,054",551,"29,488","7,666","6,169",107,"5,785",107,136,"1,608","7,910","29,488","1,629","1,967","2,116","2,328","1,847","1,923","1,805","1,264","2,140","2,136","2,455","2,219","1,590","2,050","1,144",875,34.4,"19,361",11.20%,26.10%,40.80%,16.80%,5.20%,"7,058",6.20%,"15,349",5.60%,"9,650","$357,500","9,310",
Sultana CDP,16000US0675672,California,Tulare,"1,149,375","1,002","2,257.90","$30,313",246,95,68,64,19,0,0,0,"1,002",81,0,13,14,0,0,4,890,"1,002",141,100,91,63,44,17,27,18,141,95,77,31,86,44,7,20,21.8,471,55.40%,30.40%,11.70%,2.50%,0.00%,201,33.30%,331,3.90%,296,-$1,246,
Summerland CDP,16000US0675714,California,Santa Barbara,"5,135,237",844,425.7,"$73,031",451,41,146,70,0,68,33,93,844,795,0,0,0,0,0,0,49,844,0,0,0,40,46,98,161,95,0,12,84,12,39,28,94,135,63.5,832,0.00%,13.30%,17.80%,52.50%,16.30%,188,0.00%,379,0.00%,639,-$1,451,
Sun Village CDP,16000US0677308,California,Los Angeles,"27,982,403","13,819","1,279.10","$46,502","3,471",867,922,577,312,603,139,51,"13,819","3,213",748,191,174,0,0,217,"9,276","13,819","1,160","1,113",757,898,750,683,790,655,867,"1,275","1,164",868,604,"1,085",637,513,34.2,"8,580",40.00%,26.10%,28.40%,4.60%,0.80%,"2,940",20.80%,"5,499",8.70%,"3,570","$233,500","3,471",
Sunny Slopes CDP,16000US0676040,California,Mono,"4,879,001",67,35.6,"$44,674",52,0,29,15,0,8,0,0,67,67,0,0,0,0,0,0,0,67,0,0,0,0,0,8,31,7,0,0,0,0,0,0,21,0,63.9,67,0.00%,0.00%,9.00%,91.00%,0.00%,8,0.00%,46,0.00%,220,"$289,100",52,
Sunnyside CDP,16000US0675994,California,Fresno,"4,954,931","4,464","2,333.40","$77,527","1,569",352,282,150,145,335,143,162,"4,464","1,883",188,0,343,24,0,134,"1,892","4,464",185,357,439,227,340,323,270,319,311,294,202,188,392,184,209,224,40.3,"2,923",14.60%,14.80%,31.70%,21.50%,17.30%,"1,149",11.70%,"1,905",1.90%,"1,637","$295,000","1,569",
Sunnyside-Tahoe City CDP,16000US0676015,California,Placer,"8,761,078","1,164",344.1,"$79,145",503,83,80,76,45,108,69,42,"1,164","1,078",0,20,15,0,0,13,38,"1,164",61,96,49,96,88,87,96,38,113,6,23,117,109,6,77,102,41.5,865,0.00%,12.00%,29.20%,46.40%,12.40%,275,5.50%,678,0.00%,"2,104","$613,300",503,
Sunnyvale city,16000US0677000,California,Santa Clara,"57,057,390","152,770","6,934.60","$140,631","56,103","4,230","4,922","5,687","5,050","9,990","8,042","18,182","152,770","46,940","2,304",319,"71,087",365,374,"6,241","25,140","152,770","10,108","6,356","11,019","14,121","9,814","8,675","6,118","7,274","10,373","6,954","13,499","17,355","10,980","8,638","6,355","5,131",35.3,"111,539",7.40%,10.00%,17.50%,30.70%,34.40%,"37,977",3.70%,"88,122",4.00%,"59,024","$1,223,600","56,103",
Sunol CDP,16000US0677042,California,Alameda,"72,545,940",850,30.3,"$129,231",316,14,35,36,27,65,46,93,850,685,4,0,97,0,0,8,56,850,37,29,26,30,56,86,72,53,45,42,35,56,49,85,97,52,50.9,674,6.20%,18.40%,31.20%,25.10%,19.10%,244,4.10%,433,4.60%,380,"$1,197,000",316,
Susanville city,16000US0677364,California,Lassen,"20,575,959","15,064","1,896.20","$52,488","3,001",702,696,680,344,378,125,76,"15,064","7,262","2,114",333,312,235,22,317,"4,469","15,064",430,417,413,479,380,402,396,471,579,768,"4,279","2,789","1,571",925,481,284,31.7,"10,604",26.50%,40.10%,26.20%,5.30%,2.00%,"1,753",14.50%,"3,058",5.00%,"3,601","$183,700","3,001",
Sutter CDP,16000US0677378,California,Sutter,"7,862,038","3,005",989.9,"$69,034","1,089",147,207,252,167,261,18,37,"3,005","2,215",0,61,116,0,0,164,449,"3,005",121,250,217,58,343,191,161,143,181,250,292,96,196,197,155,154,41.4,"2,021",9.70%,36.30%,41.50%,8.90%,3.60%,824,3.40%,"1,348",8.80%,"1,148","$248,200","1,089",
Sutter Creek city,16000US0677392,California,Amador,"6,991,276","2,573",953.2,"$45,147","1,196",341,289,282,121,99,27,37,"2,573","2,293",3,5,9,0,0,22,241,"2,573",156,116,138,105,96,169,183,390,100,194,199,84,87,172,221,163,50.8,"1,854",7.70%,25.60%,41.30%,18.60%,6.90%,582,7.90%,"1,082",3.30%,"1,322","$347,000","1,196",
Swall Meadows CDP,16000US0677430,California,Mono,"11,555,635",251,56.3,"$107,813",137,25,11,14,12,39,16,20,251,247,0,0,0,0,0,0,4,251,0,0,0,10,8,3,75,35,6,0,0,3,9,7,27,68,68.6,245,0.00%,7.80%,31.00%,28.60%,32.70%,110,14.50%,63,0.00%,228,"$690,800",137,
Taft Heights CDP,16000US0677588,California,Kern,"766,308","1,998","6,752.90","$48,913",670,201,144,146,89,60,8,22,"1,998","1,406",23,24,0,0,0,0,545,"1,998",154,193,206,146,117,62,73,53,232,181,138,135,89,109,90,20,26.8,"1,113",17.30%,37.90%,39.40%,4.20%,1.20%,514,32.10%,882,10.80%,813,"$147,000",670,
Taft Mosswood CDP,16000US0677595,California,San Joaquin,"1,205,538","1,104","2,371.80","$57,137",373,122,38,133,26,54,0,0,"1,104",9,142,0,104,0,8,0,841,"1,104",94,64,82,55,81,50,74,113,30,49,78,42,61,70,85,76,45.1,815,55.60%,17.80%,18.50%,7.40%,0.70%,273,8.10%,446,9.90%,414,"$178,500",373,
Taft city,16000US0677574,California,Kern,"39,532,947","9,372",614,"$45,197","3,288","1,264",523,610,322,345,152,72,"9,372","5,251",119,0,264,5,0,405,"3,328","9,372","1,086",481,450,312,581,454,381,403,390,884,825,890,952,477,470,336,34.6,"5,859",26.60%,36.80%,26.00%,8.10%,2.50%,"1,888",27.30%,"3,203",5.00%,"3,504","$146,500","3,288",
Tahoe Vista CDP,16000US0677700,California,Placer,"7,033,550","1,158",426.4,"$71,827",491,87,105,88,113,19,56,23,"1,158",937,0,0,0,0,0,0,221,"1,158",70,59,74,96,48,55,113,58,62,39,144,84,73,27,138,18,34.9,884,9.80%,22.50%,21.30%,30.70%,15.70%,257,12.50%,665,0.00%,"1,587","$612,500",491,
Tahoma CDP,16000US0677728,California,El Dorado; Placer,"6,717,203",974,375.6,"$70,592",375,79,86,45,64,73,4,24,974,853,0,60,29,0,0,32,0,974,64,62,51,79,49,68,31,44,85,47,42,122,62,95,31,42,37.5,678,6.00%,19.90%,27.30%,37.80%,9.00%,217,15.20%,548,3.80%,"2,050","$498,600",375,
Talmage CDP,16000US0677784,California,Mendocino,"4,117,638","1,003",630.9,"$29,438",279,80,109,28,8,0,11,43,"1,003",441,48,11,261,0,0,104,138,"1,003",98,161,110,23,34,73,157,49,7,61,32,19,22,23,89,45,36.4,579,13.50%,23.80%,24.40%,27.60%,10.70%,195,12.80%,445,10.10%,279,"$391,200",279,
Tamalpais-Homestead Valley CDP,16000US0677805,California,Marin,"12,135,235","11,689","2,494.70","$163,071","4,617",434,304,331,327,797,500,"1,924","11,689","9,616",153,0,683,0,23,561,653,"11,689",579,969,367,543,978,922,"1,134",674,596,874,272,394,921,931,763,772,47.1,"8,339",1.90%,7.10%,14.50%,39.90%,36.60%,"3,202",1.90%,"6,172",3.10%,"4,760","$1,243,500","4,617",
Tara Hills CDP,16000US0677924,California,Contra Costa,"1,721,647","5,117","7,697.80","$73,857","1,678",174,324,357,302,264,188,69,"5,117","1,095",700,8,978,0,0,247,"2,089","5,117",258,301,185,406,269,396,274,276,293,426,464,394,392,270,329,184,37.8,"3,562",17.10%,29.20%,38.50%,11.20%,4.00%,"1,227",2.90%,"2,769",2.60%,"1,859","$441,300","1,678",
Tarpey Village CDP,16000US0677960,California,Fresno,"2,058,500","3,609","4,540.80","$55,000","1,266",252,325,182,304,159,36,8,"3,609","1,677",40,9,326,0,0,164,"1,393","3,609",247,222,219,236,137,234,193,276,224,317,247,288,160,264,146,199,36.5,"2,391",7.40%,33.80%,41.60%,13.10%,4.10%,874,13.30%,"1,656",7.30%,"1,379","$215,100","1,266",
Taylorsville CDP,16000US0678008,California,Plumas,"8,409,829",198,61,"$250,001",53,15,8,0,0,0,0,30,198,157,0,0,0,41,0,0,0,198,49,0,0,0,33,0,15,8,20,27,0,30,0,0,16,0,38.1,102,0.00%,7.80%,62.70%,0.00%,29.40%,45,0.00%,30,0.00%,82,-$1,53,
Tecopa CDP,16000US0678050,California,Inyo,"48,145,645",168,9,"$30,577",102,36,42,15,0,9,0,0,168,142,0,0,0,2,0,6,18,168,0,0,0,0,4,10,22,27,0,19,2,5,10,4,19,46,67,147,17.00%,15.60%,40.80%,6.10%,20.40%,24,12.50%,34,23.50%,190,"$61,500",102,
Tehachapi city,16000US0678092,California,Kern,"26,289,302","12,680","1,249.20","$54,083","3,197",765,799,578,276,445,201,133,"12,680","6,163","1,246",77,309,25,0,431,"4,429","12,680",513,538,196,724,424,465,431,455,793,841,"1,282","2,103","1,457","1,300",716,442,37.4,"9,340",22.80%,28.00%,36.40%,8.20%,4.60%,"1,906",10.70%,"3,585",7.40%,"3,616","$211,200","3,197",
Tehama city,16000US0678106,California,Tehama,"2,057,210",481,605.6,"$40,139",219,68,79,17,23,29,0,3,481,358,0,18,7,0,0,16,82,481,21,24,29,31,28,28,43,37,6,29,18,18,24,75,28,42,51,379,17.40%,30.30%,40.90%,5.50%,5.80%,128,12.50%,188,7.40%,229,"$167,000",219,
Temecula city,16000US0678120,California,Riverside,"96,522,582","113,381","3,042.30","$96,183","33,947","3,013","4,302","5,326","5,086","8,063","4,007","4,150","113,381","58,835","4,581",473,"10,030",588,371,"4,807","33,696","113,381","7,792","9,883","6,521","8,197","7,623","7,823","5,452","4,155","8,599","9,088","7,270","7,369","8,279","7,723","4,611","2,996",34.8,"71,124",7.10%,19.90%,39.00%,21.50%,12.50%,"27,333",5.80%,"55,339",5.80%,"35,739","$444,800","33,947",
Temelec CDP,16000US0678126,California,Sonoma,"4,112,404","1,620","1,020.30","$44,861","1,072",157,420,170,136,70,53,66,"1,620","1,599",0,0,0,0,0,21,0,"1,620",0,0,0,0,0,88,351,584,0,0,0,0,0,32,136,429,72.1,"1,620",1.30%,11.40%,38.50%,33.40%,15.50%,325,0.00%,531,6.20%,"1,162","$477,000","1,072",
Temescal Valley CDP,16000US0678138,California,Riverside,"50,094,246","27,630","1,428.50","$108,934","8,141",663,933,834,"1,313","2,096","1,060","1,242","27,630","11,681","2,456",71,"2,892",19,52,872,"9,587","27,630","2,258","2,001","1,273","1,827","1,992","1,946","1,489","1,306","1,962","2,041","1,671","1,598","2,075","1,742","1,157","1,292",38.1,"17,976",7.70%,21.80%,41.40%,18.30%,10.80%,"6,568",3.80%,"13,047",5.10%,"8,579","$453,600","8,141",
Temple City city,16000US0678148,California,Los Angeles,"10,371,371","36,042","9,000.60","$78,516","11,467","1,712","2,099","1,717","1,561","2,168","1,123","1,087","36,042","5,408",217,114,"22,487",182,9,610,"7,015","36,042","1,969","2,125","1,938","2,177","2,978","2,763","2,477","2,303","1,960","2,098","1,968","1,952","2,719","2,628","1,988","1,999",43.5,"26,087",14.40%,20.50%,25.40%,27.50%,12.20%,"9,133",8.10%,"17,790",3.30%,"12,167","$715,300","11,467",
Templeton CDP,16000US0678162,California,San Luis Obispo,"20,444,353","7,838",993,"$82,237","2,890",452,381,464,412,544,373,264,"7,838","6,291",2,244,112,0,0,137,"1,052","7,838",594,507,227,448,721,442,513,638,455,556,315,383,433,521,584,501,43.5,"5,445",5.40%,18.70%,38.20%,23.60%,14.10%,"2,167",2.90%,"3,723",2.00%,"2,999","$528,400","2,890",
Tennant CDP,16000US0678176,California,Siskiyou,"628,738",26,107.1,-$1,17,8,0,4,0,5,0,0,26,18,0,0,0,0,0,0,8,26,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,16,73.8,26,0.00%,30.80%,69.20%,0.00%,0.00%,9,0.00%,8,0.00%,94,-$1,17,
Terminous CDP,16000US0678232,California,San Joaquin,"2,531,348",446,456.3,"$55,313",205,19,71,62,18,31,4,0,446,347,0,0,17,0,0,10,72,446,26,0,31,14,10,37,24,87,5,0,37,25,0,47,13,90,58.5,398,7.00%,43.00%,39.70%,3.00%,7.30%,118,7.60%,166,14.50%,232,"$198,100",205,
Terra Bella CDP,16000US0678288,California,Tulare,"7,046,785","3,182","1,169.50","$22,500",864,479,70,180,45,59,18,13,"3,182",209,0,5,0,0,0,0,"2,968","3,182",114,377,210,183,190,150,159,81,249,269,284,285,252,146,129,104,32.9,"1,897",58.50%,20.60%,19.20%,1.80%,0.00%,612,40.80%,"1,546",28.50%,963,"$144,000",864,
Teviston CDP,16000US0678336,California,Tulare,"5,622,953",881,405.8,"$30,875",279,114,85,67,0,0,0,13,881,41,115,0,27,0,0,0,698,881,125,0,0,93,49,33,48,81,79,53,28,53,98,31,78,32,41.4,596,52.70%,27.20%,15.60%,0.00%,4.50%,279,31.90%,294,23.80%,290,"$158,900",279,
Thermal CDP,16000US0678456,California,Riverside,"24,303,236","1,333",142.1,"$30,433",429,201,99,38,66,10,15,0,"1,333",8,1,0,0,0,0,0,"1,324","1,333",136,43,63,121,88,111,42,25,150,69,219,9,144,49,27,37,29.8,783,62.20%,24.10%,13.70%,0.00%,0.00%,248,31.00%,683,16.10%,620,-$1,429,
Thermalito CDP,16000US0678470,California,Butte,"32,965,396","6,894",541.6,"$36,964","2,266",713,668,336,227,188,89,45,"6,894","4,159",82,64,"1,453",10,0,373,753,"6,894",310,318,541,405,401,475,419,464,401,534,630,309,410,467,464,346,39.9,"4,588",22.00%,36.40%,31.10%,6.40%,4.10%,"1,546",19.70%,"2,617",17.40%,"2,583","$163,700","2,266",
Thornton CDP,16000US0678568,California,San Joaquin,"5,524,632","1,033",484.3,"$29,141",277,128,62,32,27,20,3,5,"1,033",291,7,0,33,0,0,18,684,"1,033",74,100,74,67,46,66,44,33,117,108,79,70,47,48,33,27,25.6,528,42.40%,36.70%,18.60%,1.90%,0.40%,208,32.70%,460,14.30%,299,"$322,700",277,
Thousand Oaks city,16000US0678582,California,Ventura,"143,133,332","127,873","2,313.90","$109,378","45,712","4,215","5,556","5,048","5,741","8,919","6,010","10,223","127,873","85,376","1,615",226,"12,310",99,136,"3,321","24,790","127,873","6,614","7,839","6,757","6,691","8,880","10,424","8,445","9,543","7,150","9,083","7,523","6,374","7,896","9,970","7,276","7,408",44.2,"89,379",6.50%,12.80%,29.90%,29.60%,21.20%,"32,031",3.20%,"66,544",4.50%,"47,930","$726,100","45,712",
Thousand Palms CDP,16000US0678596,California,Riverside,"61,230,208","6,794",287.4,"$52,697","2,607",614,622,605,350,208,134,74,"6,794","3,170",25,30,76,0,0,10,"3,483","6,794",308,304,278,417,91,570,540,750,368,553,481,270,239,533,503,589,52,"5,009",16.80%,39.90%,31.00%,6.80%,5.50%,"1,640",9.90%,"2,915",6.10%,"3,738","$181,600","2,607",
Three Rivers CDP,16000US0678638,California,Tulare,"115,216,707","2,424",54.5,"$72,904","1,101",81,337,161,230,157,90,45,"2,424","1,986",48,16,132,0,0,18,224,"2,424",65,87,34,136,92,257,262,219,105,113,83,100,87,307,267,210,55.9,"2,006",2.80%,15.50%,30.90%,30.00%,20.80%,791,6.40%,"1,256",4.90%,"1,455","$295,400","1,101",
Three Rocks CDP,16000US0678652,California,Fresno,"1,941,449",249,332.2,-$1,71,10,39,0,22,0,0,0,249,0,0,0,0,0,0,0,249,249,0,0,46,0,40,0,0,26,0,0,0,28,21,43,45,0,48.7,231,81.00%,19.00%,0.00%,0.00%,0.00%,48,20.80%,188,0.00%,71,-$1,71,
Tiburon town,16000US0678666,California,Marin,"11,603,818","9,144","2,041.00","$154,915","3,798",268,433,206,471,393,356,"1,671","9,144","7,459",92,15,251,0,233,399,695,"9,144",491,586,139,379,719,901,782,781,348,623,380,205,560,829,575,846,50.8,"6,937",0.80%,6.10%,16.90%,43.10%,33.10%,"2,688",1.90%,"4,464",2.70%,"4,189","$2,000,001","3,798",
Timber Cove CDP,16000US0678715,California,Sonoma,"14,637,532",141,24.9,"$64,167",70,3,15,18,12,6,13,3,141,113,0,0,3,2,0,0,23,141,0,3,11,6,3,19,6,16,4,7,9,0,6,8,13,30,58.5,127,2.40%,13.40%,30.70%,26.80%,26.80%,40,0.00%,84,20.20%,148,"$541,700",70,
Tipton CDP,16000US0678750,California,Tulare,"2,615,160","3,238","3,206.80","$33,894",775,294,311,59,73,26,0,12,"3,238",220,0,8,0,0,0,0,"3,010","3,238",262,392,148,184,259,141,79,58,249,488,220,260,192,88,184,34,24.5,"1,607",62.70%,19.40%,17.70%,0.20%,0.00%,680,36.20%,"1,213",11.70%,797,"$141,800",775,
Tobin CDP,16000US0678792,California,Plumas,"13,024,733",0,0,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,-$1,0,
Tomales CDP,16000US0678890,California,Marin,"859,286",191,575.7,-$1,116,22,22,0,8,29,23,12,191,169,0,0,22,0,0,0,0,191,0,0,0,22,0,0,47,44,0,0,15,0,23,0,40,0,62.2,191,0.00%,11.50%,19.90%,41.90%,26.70%,64,0.00%,183,0.00%,139,"$554,200",116,
Tonyville CDP,16000US0678932,California,Tulare,"130,784",388,"7,683.80","$25,765",117,38,67,12,0,0,0,0,388,0,0,0,0,0,0,0,388,388,38,0,15,25,0,0,0,30,68,28,12,12,111,8,0,41,36.7,239,72.00%,10.50%,17.60%,0.00%,0.00%,95,42.10%,183,20.80%,117,"$46,000",117,
Tooleville CDP,16000US0678949,California,Tulare,"172,928",167,"2,501.20",-$1,78,78,0,0,0,0,0,0,167,14,0,0,0,0,0,0,153,167,0,35,15,8,36,6,0,12,0,0,0,0,46,9,0,0,44.7,117,80.30%,7.70%,12.00%,0.00%,0.00%,42,100.00%,48,29.20%,100,-$1,78,
Topanga CDP,16000US0678960,California,Los Angeles,"49,543,396","7,900",413,"$128,546","3,183",254,146,464,424,563,437,895,"7,900","6,289",146,0,532,0,0,239,694,"7,900",393,421,240,444,759,609,582,569,313,641,209,436,747,590,360,587,45.5,"5,947",2.40%,5.70%,23.30%,31.00%,37.60%,"2,228",1.70%,"4,247",5.80%,"3,476","$1,064,400","3,183",
Topaz CDP,16000US0679030,California,Mono,"7,954,471",126,41,-$1,70,24,10,36,0,0,0,0,126,10,0,0,0,0,0,92,24,126,0,56,0,0,0,0,0,10,0,0,0,0,24,36,0,0,46.3,70,34.30%,0.00%,65.70%,0.00%,0.00%,36,0.00%,116,0.00%,70,-$1,70,
Toro Canyon CDP,16000US0679529,California,Santa Barbara,"9,269,002","1,728",482.8,"$141,136",658,52,97,101,26,59,40,283,"1,728","1,024",0,0,8,0,0,18,678,"1,728",110,86,52,104,61,151,101,214,77,57,43,71,13,191,110,287,56.2,"1,398",14.80%,7.90%,27.90%,28.20%,21.20%,451,5.30%,694,5.90%,986,"$1,791,700",658,
Torrance city,16000US0680000,California,Los Angeles,"53,150,280","145,492","7,089.80","$93,492","54,437","6,434","8,042","7,551","6,965","11,047","5,956","8,442","145,492","54,416","3,852",514,"51,726",699,480,"6,736","27,069","145,492","8,224","7,655","8,693","9,692","11,088","11,377","8,508","9,922","8,962","7,652","8,559","9,252","9,547","10,720","8,161","7,480",41.9,"105,569",5.70%,16.00%,27.60%,33.40%,17.30%,"37,802",4.60%,"76,118",4.00%,"58,243","$762,700","54,437",
Tracy city,16000US0680238,California,San Joaquin,"67,058,983","90,675","3,502.10","$92,046","25,854","2,279","3,583","3,810","4,626","5,921","2,989","2,646","90,675","29,994","3,956",67,"14,612",958,33,"5,139","35,916","90,675","5,995","7,778","6,093","6,446","6,981","5,575","3,675","2,939","6,200","8,374","6,523","6,425","5,915","5,851","3,616","2,289",33.9,"55,797",14.60%,26.40%,36.90%,16.50%,5.50%,"21,219",6.30%,"46,641",5.30%,"26,695","$446,200","25,854",
Tranquillity CDP,16000US0680266,California,Fresno,"1,599,152",809,"1,310.30","$36,103",239,26,137,38,18,12,8,0,809,61,0,0,0,0,0,0,748,809,60,86,24,50,81,35,19,40,36,120,19,0,132,18,0,89,40.6,483,63.10%,20.10%,16.80%,0.00%,0.00%,176,9.70%,295,13.90%,239,"$186,500",239,
Traver CDP,16000US0680280,California,Tulare,"2,184,477",754,894,"$44,375",187,47,59,41,20,16,0,4,754,59,0,0,3,0,0,22,670,754,65,89,62,42,53,20,45,21,36,90,47,44,49,22,47,22,28,418,52.20%,32.30%,15.10%,0.50%,0.00%,159,27.00%,289,4.20%,196,"$146,300",187,
