name,geoid,state_name,county_name,population,population_density_sq_mi,median_household_income,hhs_total,race_and_ethnicity_total,age_total,median_age,educational_attainment_population_25_years_and_over,educational_attainment_bachelors,DUMMYBachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,
San Dimas city,16000US0666070,California,Los Angeles,34048,2264.1,86410,11415,34048,34048,41.3,24049,0.238,0,0.131,8049,0.061,0.03,12039,576800,11415,
San Fernando city,16000US0666140,California,Los Angeles,24535,10334.8,58425,6569,24535,24535,35.5,16155,0.102,0,0.026,5347,0.101,0.041,7014,431100,6569,
San Francisco city,16000US0667000,California,San Francisco,874961,18654.8,112449,362354,874961,874961,38.2,695330,0.348,1,0.233,173658,0.055,0.042,397812,1097800,362354,
San Gabriel city,16000US0667042,California,Los Angeles,40143,9685.6,62541,12401,40143,40143,42.4,29887,0.247,0,0.076,9505,0.101,0.058,13645,680700,12401,
San Geronimo CDP,16000US0667070,California,Marin,399,264.5,112277,143,399,399,41.2,286,0.503,1,0.115,69,0,0,143,877200,143,
San Jacinto city,16000US0667112,California,Riverside,47989,1866.3,52009,12841,47989,47989,31.8,28764,0.085,0,0.043,10029,0.142,0.092,14465,241000,12841,
San Joaquin city,16000US0667126,California,Fresno,4020,3357.3,34426,987,4020,4020,27.3,2144,0.026,0,0,930,0.377,0.128,1043,164900,987,
San Jose city,16000US0668000,California,Santa Clara,1027690,5779.8,109593,325114,1027690,1027690,36.7,705928,0.257,1,0.181,237542,0.055,0.047,338509,864600,325114,
San Juan Bautista city,16000US0668014,California,San Benito,2019,2769,79537,688,2019,2019,38.2,1357,0.195,0,0.092,464,0.069,0.042,714,587500,688,
San Juan Capistrano city,16000US0668028,California,Orange,35922,2489.3,91600,12141,35922,35922,41.5,24369,0.223,0,0.14,8649,0.049,0.031,13059,720200,12141,
San Leandro city,16000US0668084,California,Alameda,90025,6748,78003,31434,90025,90025,40.7,66082,0.214,0,0.103,20941,0.066,0.052,32844,590800,31434,
San Lorenzo CDP,16000US0668112,California,Alameda,25569,9212.7,97286,7574,25569,25569,39.7,18081,0.191,0,0.062,6033,0.032,0.047,7778,586400,7574,
San Lucas CDP,16000US0668140,California,Monterey,543,1377.7,57500,110,543,543,25.9,277,0,0,0,94,0.213,0.1,110,212100,110,
San Luis Obispo city,16000US0668154,California,San Luis Obispo,47302,3549.3,56071,18995,47302,47302,26.7,24974,0.294,1,0.206,7507,0.055,0.037,20767,643200,18995,
San Marcos city,16000US0668196,California,San Diego,95355,3914.9,78797,29771,95355,95355,35.5,60352,0.247,0,0.123,21987,0.067,0.039,31316,538200,29771,
San Marino city,16000US0668224,California,Los Angeles,13194,3503.6,166607,4487,13194,13194,46.9,9680,0.385,1,0.397,3859,0.058,0.018,5023,2000001,4487,
San Martin CDP,16000US0668238,California,Santa Clara,6803,586.5,116172,1929,6803,6803,43.3,4876,0.158,0,0.065,1531,0.018,0.042,2050,1007000,1929,
San Mateo city,16000US0668252,California,San Mateo,104333,8572.1,124842,38549,104333,104333,38.2,75104,0.305,1,0.237,24425,0.04,0.037,41106,1098400,38549,
San Miguel CDP,16000US0668263,California,Contra Costa,3433,3268.7,172073,1180,3433,3433,44.9,2444,0.392,1,0.285,1029,0.016,0.028,1248,1179000,1180,
San Miguel CDP,16000US0668266,California,San Luis Obispo,2906,1730.1,64044,837,2906,2906,30.4,1783,0.121,0,0.014,631,0.12,0.079,898,330100,837,
San Pablo city,16000US0668294,California,Contra Costa,30967,11776.1,53198,9221,30967,30967,33.5,19684,0.099,0,0.032,6809,0.147,0.067,9793,355000,9221,
San Pasqual CDP,16000US0668308,California,Los Angeles,1970,7722.7,101964,919,1970,1970,46.5,1561,0.283,1,0.411,497,0.066,0.043,987,915300,919,
San Rafael city,16000US0668364,California,Marin,58775,3547.6,91742,23433,58775,58775,41.1,41559,0.302,1,0.22,13684,0.062,0.042,24468,923100,23433,
San Ramon city,16000US0668378,California,Contra Costa,75648,4048.2,160783,25535,75648,75648,40.2,49811,0.403,1,0.304,20184,0.029,0.032,26525,958800,25535,
San Simeon CDP,16000US0668434,California,San Luis Obispo,658,826,52578,322,658,658,33.5,416,0.089,0,0.038,142,0,0.075,388,288300,322,
Sand City city,16000US0665112,California,Monterey,310,551.2,63333,146,310,310,36.4,221,0.24,0,0.158,63,0.095,0.018,176,513900,146,
Sanger city,16000US0667056,California,Fresno,25074,4351.7,48929,7081,25074,25074,33.4,15108,0.089,0,0.032,5578,0.224,0.059,7396,218900,7081,
Santa Ana city,16000US0669000,California,Orange,332794,12163.1,66145,76624,332794,332794,31.8,207291,0.108,0,0.042,62593,0.132,0.051,79024,491300,76624,
Santa Barbara city,16000US0669070,California,Santa Barbara,91376,4685.4,76606,37333,91376,91376,39,64619,0.286,1,0.206,19871,0.069,0.038,39932,1051500,37333,
Santa Clara city,16000US0669084,California,Santa Clara,127721,7007.8,126006,44669,127721,127721,33.9,87902,0.311,1,0.288,30214,0.032,0.037,47251,1034000,44669,
Santa Clarita city,16000US0669088,California,Los Angeles,213411,3016.2,99666,69046,213411,213411,37,139535,0.25,0,0.118,52297,0.053,0.05,71134,537000,69046,
Santa Cruz city,16000US0669112,California,Santa Cruz,64522,5064.4,77921,22579,64522,64522,28.8,36349,0.28,1,0.258,10940,0.08,0.077,24563,854200,22579,
Santa Fe Springs city,16000US0669154,California,Los Angeles,17810,2007.2,68685,5190,17810,17810,36.6,11962,0.141,0,0.05,4021,0.094,0.036,5363,447400,5190,
Santa Margarita CDP,16000US0669182,California,San Luis Obispo,1122,2168.6,49071,542,1122,1122,52.7,876,0.276,1,0.062,371,0,0,594,525300,542,
Santa Maria city,16000US0669196,California,Santa Barbara,106224,4657.7,63341,27868,106224,106224,29.3,60067,0.096,0,0.042,22169,0.123,0.049,29066,344100,27868,
Santa Monica city,16000US0670000,California,Los Angeles,91577,10882.6,96570,45309,91577,91577,40.1,72261,0.391,1,0.288,18887,0.047,0.054,51124,1382700,45309,
Santa Nella CDP,16000US0670028,California,Merced,2135,468.2,59773,558,2135,2135,30.1,1169,0.118,0,0.02,423,0.116,0.18,614,277800,558,
Santa Paula city,16000US0670042,California,Ventura,30098,6629.8,60468,8615,30098,30098,32.1,18352,0.091,0,0.05,6569,0.124,0.073,9088,383700,8615,
Santa Rosa Valley CDP,16000US0670130,California,Ventura,3016,435.7,180625,1084,3016,3016,52.7,2292,0.315,1,0.214,931,0.01,0.021,1196,1180500,1084,
Santa Rosa city,16000US0670098,California,Sonoma,179701,4226.4,75630,66319,179701,179701,38.8,126407,0.201,0,0.124,41239,0.061,0.047,69814,540600,66319,
Santa Susana CDP,16000US0670140,California,Ventura,935,839.9,82794,376,935,935,50.5,676,0.207,0,0.041,275,0.047,0.048,385,588000,376,
Santa Venetia CDP,16000US0670154,California,Marin,4474,1227.2,93194,1717,4474,4474,49.6,3355,0.35,1,0.14,1051,0,0.034,1717,798500,1717,
Santa Ynez CDP,16000US0670182,California,Santa Barbara,4546,885.1,107588,1663,4546,4546,42.7,3095,0.186,0,0.129,1282,0.074,0.021,1827,854300,1663,
Santee city,16000US0670224,California,San Diego,57797,3494.7,87098,19200,57797,57797,38.2,40067,0.207,0,0.088,13995,0.048,0.053,20040,445500,19200,
Saranap CDP,16000US0670266,California,Contra Costa,6231,5496.3,129567,2418,6231,6231,39.7,4470,0.428,1,0.262,1593,0,0.041,2480,925000,2418,
Saratoga city,16000US0670280,California,Santa Clara,30697,2404.4,191677,11013,30697,30697,50.2,23020,0.337,1,0.438,9092,0.035,0.037,11451,2000001,11013,
Saticoy CDP,16000US0670322,California,Ventura,1242,3311.7,47042,268,1242,1242,32.3,752,0.016,0,0,201,0,0.056,294,431900,268,
Sattley CDP,16000US0670336,California,Sierra,86,42,-1,68,86,86,57.9,86,0,0,0,6,1,0,68,-1,68,
Sausalito city,16000US0670364,California,Marin,7116,4034,111906,4030,7116,7116,54.9,6331,0.337,1,0.348,1679,0.017,0.029,4361,1346000,4030,
Scotia CDP,16000US0670518,California,Humboldt,546,731.9,36250,192,546,546,28.9,314,0.051,0,0.041,150,0.293,0.138,254,-1,192,
Scotts Valley city,16000US0670588,California,Santa Cruz,11863,2568.9,108289,4420,11863,11863,42.9,8038,0.345,1,0.2,3088,0.012,0.036,4784,815600,4420,
Sea Ranch CDP,16000US0670712,California,Sonoma,1134,70.4,81833,604,1134,1134,66.1,1028,0.263,1,0.414,385,0.062,0.035,1901,867100,604,
Seacliff CDP,16000US0670644,California,Santa Cruz,3286,4502.5,77896,1543,3286,3286,47.1,2439,0.238,0,0.176,838,0.061,0.042,1925,764600,1543,
Seal Beach city,16000US0670686,California,Orange,24204,2146.7,68852,12542,24204,24204,58.5,20172,0.302,1,0.188,6076,0.039,0.041,13821,371600,12542,
Searles Valley CDP,16000US0670728,California,San Bernardino,1689,160.9,36806,745,1689,1689,40.5,1133,0.047,0,0.058,403,0.194,0.113,993,57700,745,
Seaside city,16000US0670742,California,Monterey,33956,3674.7,63575,10598,33956,33956,32.8,21789,0.153,0,0.08,7209,0.094,0.061,11494,488400,10598,
Sebastopol city,16000US0670770,California,Sonoma,7760,4120.5,82244,3333,7760,7760,46.8,5895,0.275,1,0.174,1865,0.046,0.072,3476,638600,3333,
Seeley CDP,16000US0670798,California,Imperial,2010,1517.7,29595,504,2010,2010,26.8,1089,0.097,0,0,365,0.367,0.258,669,160800,504,
Selma city,16000US0670882,California,Fresno,24675,4277.6,40815,7081,24675,24675,30.1,14351,0.065,0,0.03,5424,0.196,0.07,7511,186300,7081,
Sequoia Crest CDP,16000US0670966,California,Tulare,38,37.2,-1,19,38,38,-1,38,0,0,0,19,0,0,64,-1,19,
Sereno del Mar CDP,16000US0671000,California,Sonoma,80,108.5,-1,47,80,80,52.7,80,0.563,1,0.125,23,0,0,123,-1,47,
Seville CDP,16000US0671078,California,Tulare,614,965.2,38438,114,614,614,18.2,249,0.012,0,0.004,113,0.301,0.152,130,119600,114,
Shafter city,16000US0671106,California,Kern,19447,502.2,45854,5081,19447,19447,27.2,10681,0.072,0,0.027,4146,0.205,0.091,5383,175300,5081,
Shandon CDP,16000US0671134,California,San Luis Obispo,1085,367.9,51518,425,1085,1085,42,786,0.073,0,0.018,292,0.038,0.05,451,290900,425,
Shasta CDP,16000US0671218,California,Shasta,1573,143.8,58229,601,1573,1573,47.7,1147,0.171,0,0.119,425,0.042,0.121,679,327000,601,
Shasta Lake city,16000US0671225,California,Shasta,10206,934.4,48902,3909,10206,10206,38.6,7016,0.112,0,0.037,2652,0.141,0.064,4187,183000,3909,
Shaver Lake CDP,16000US0671246,California,Fresno,473,14.6,99063,248,473,473,62.2,425,0.261,1,0.172,154,0.013,0.009,2208,491200,248,
Shell Ridge CDP,16000US0671362,California,Contra Costa,1342,3121.5,214740,473,1342,1342,45.2,976,0.382,1,0.425,441,0,0,487,978200,473,
Shelter Cove CDP,16000US0671372,California,Humboldt,580,99.5,-1,377,580,580,56.4,580,0.26,1,0.102,120,0,0.063,615,375200,377,
Sheridan CDP,16000US0671414,California,Placer,1355,52,42404,458,1355,1355,40.5,924,0.239,0,0,365,0,0,560,270700,458,
Shingle Springs CDP,16000US0671554,California,El Dorado,3846,469.1,84292,1453,3846,3846,51.6,2930,0.167,0,0.108,1082,0.016,0.015,1517,489500,1453,
Shingletown CDP,16000US0671568,California,Shasta,2246,91.5,48355,1008,2246,2246,60.8,1842,0.078,0,0.083,571,0.102,0.084,1214,200700,1008,
Shoshone CDP,16000US0671680,California,Inyo,17,0.6,144688,13,17,17,39.8,17,0.412,1,0.353,0,0,0,31,-1,13,
Sierra Brooks CDP,16000US0671774,California,Sierra,292,213.1,91042,125,292,292,59.9,240,0.146,0,0,125,0,0,135,232300,125,
Sierra City CDP,16000US0671778,California,Sierra,126,58.6,111250,60,126,126,69.8,126,0.294,1,0.262,49,0,0,449,354200,60,
Sierra Madre city,16000US0671806,California,Los Angeles,10932,3702.6,100988,4664,10932,10932,49,8439,0.33,1,0.278,2939,0.047,0.07,5221,969700,4664,
Sierra Village CDP,16000US0671834,California,Tuolumne,169,66.9,-1,113,169,169,60,169,0.544,1,0,14,0,0,519,-1,113,
Sierraville CDP,16000US0671848,California,Sierra,85,16.9,43438,50,85,85,62.5,83,0.229,0,0.253,16,0,0,80,-1,50,
Signal Hill city,16000US0671876,California,Los Angeles,11512,5255.1,75508,4719,11512,11512,37.9,8493,0.314,1,0.151,2496,0.121,0.052,4907,505900,4719,
Silver City CDP,16000US0671932,California,Tulare,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,64,-1,0,
Silver Lakes CDP,16000US0671964,California,San Bernardino,5849,1130.5,69375,2353,5849,5849,43.5,4128,0.173,0,0.103,1673,0.054,0.042,2686,228200,2353,
Silverado Resort CDP,16000US0671927,California,Napa,1018,538.4,173625,507,1018,1018,65.9,868,0.349,1,0.282,340,0.029,0,1350,1192200,507,
Simi Valley city,16000US0672016,California,Ventura,125842,3030.2,99151,41986,125842,125842,40.6,87909,0.227,0,0.109,30900,0.041,0.045,43473,584900,41986,
Sisquoc CDP,16000US0672086,California,Santa Barbara,169,75.8,63750,59,169,169,43.2,119,0.076,0,0.042,32,0.031,0.082,59,293800,59,
Sky Valley CDP,16000US0672156,California,Riverside,2227,91.6,32367,963,2227,2227,51.1,1746,0.107,0,0.057,514,0.109,0.118,1848,150300,963,
Sleepy Hollow CDP,16000US0672184,California,Marin,2273,760.9,212868,695,2273,2273,48,1451,0.43,1,0.273,614,0,0.036,802,1729200,695,
Smartsville CDP,16000US0672282,California,Yuba,267,372.4,44231,104,267,267,28.9,142,0,0,0.007,54,0,0,104,-1,104,
Smith Corner CDP,16000US0672338,California,Kern,486,2213.6,65179,100,486,486,26.2,254,0,0,0,92,0,0.074,100,-1,100,
Smith River CDP,16000US0672380,California,Del Norte,498,125.4,69167,184,498,498,43.1,354,0.136,0,0,115,0,0,234,227900,184,
Snelling CDP,16000US0672408,California,Merced,119,220.2,48889,56,119,119,38.5,75,0.013,0,0.107,28,0,0,69,190800,56,
Soda Bay CDP,16000US0672478,California,Lake,878,683.3,57175,431,878,878,60.5,783,0.244,0,0.042,280,0,0.065,948,233800,431,
Soda Springs CDP,16000US0672492,California,Nevada,46,136.6,-1,18,46,46,-1,18,0,0,0,18,0,0,172,-1,18,
Solana Beach city,16000US0672506,California,San Diego,13356,3915.7,108118,5571,13356,13356,45.5,10209,0.376,1,0.304,3302,0.024,0.032,6671,1192600,5571,
Soledad city,16000US0672520,California,Monterey,25705,5736.5,64472,3674,25705,25705,35.8,17544,0.046,0,0.022,3092,0.11,0.03,3966,370800,3674,
Solvang city,16000US0672576,California,Santa Barbara,5804,2393.2,83431,2380,5804,5804,45.8,4363,0.262,1,0.12,1632,0.093,0.048,2566,729200,2380,
Sonoma city,16000US0672646,California,Sonoma,11075,4036.7,84352,5125,11075,11075,52.3,8720,0.257,1,0.164,2733,0.069,0.068,5778,785900,5125,
Sonora city,16000US0672674,California,Tuolumne,4844,1531.6,42446,2170,4844,4844,42,3487,0.147,0,0.095,1082,0.166,0.056,2491,273400,2170,
Soquel CDP,16000US0672688,California,Santa Cruz,10883,2366.9,93305,4001,10883,10883,41.8,7536,0.266,1,0.154,2700,0.094,0.041,4231,712300,4001,
Soulsbyville CDP,16000US0672772,California,Tuolumne,2216,736.3,70981,861,2216,2216,36.2,1463,0.137,0,0.02,541,0.03,0.015,983,276200,861,
South Dos Palos CDP,16000US0672954,California,Merced,1756,1144.2,42571,500,1756,1756,28.4,972,0.098,0,0,417,0.113,0.201,629,177000,500,
South El Monte city,16000US0672996,California,Los Angeles,20721,7287.8,52204,5072,20721,20721,34.4,13383,0.081,0,0.024,4225,0.164,0.058,5217,445500,5072,
South Gate city,16000US0673080,California,Los Angeles,94642,13078.9,52321,24071,94642,94642,31.9,58095,0.071,0,0.023,20524,0.154,0.096,24601,408200,24071,
South Lake Tahoe city,16000US0673108,California,El Dorado,21939,2160.6,49390,8932,21939,21939,37.1,15856,0.183,0,0.06,4537,0.08,0.073,16880,403600,8932,
South Monrovia Island CDP,16000US0673167,California,Los Angeles,6572,11991,63750,1544,6572,6572,34.9,4207,0.128,0,0.048,1318,0.12,0.068,1641,465000,1544,
South Oroville CDP,16000US0673178,California,Butte,2906,1093.7,46917,924,2906,2906,35.3,1847,0.021,0,0.003,644,0.272,0.088,1116,154600,924,
South Pasadena city,16000US0673220,California,Los Angeles,25661,7532.7,104308,9827,25661,25661,40.1,18104,0.334,1,0.34,6522,0.052,0.04,10678,1071000,9827,
South San Francisco city,16000US0673262,California,San Mateo,67408,7306.7,105459,21330,67408,67408,40.4,49384,0.264,1,0.092,16090,0.04,0.03,22170,844000,21330,
South San Gabriel CDP,16000US0673276,California,Los Angeles,8138,9767.8,70000,2140,8138,8138,42,6166,0.205,0,0.057,1782,0.077,0.053,2325,521600,2140,
South San Jose Hills CDP,16000US0673290,California,Los Angeles,19977,13248.1,70218,4133,19977,19977,35.3,13076,0.075,0,0.033,3747,0.115,0.077,4274,369300,4133,
South Taft CDP,16000US0673388,California,Kern,1768,1643.1,25639,609,1768,1768,32.6,1114,0.013,0,0.018,452,0.27,0.288,755,76000,609,
South Whittier CDP,16000US0673430,California,Los Angeles,60357,11309.2,71458,15471,60357,60357,33.4,38381,0.109,0,0.044,12640,0.069,0.054,15982,474800,15471,
Spaulding CDP,16000US0673554,California,Lassen,108,32.4,56750,76,108,108,66.6,108,0,0,0,34,0,0,545,193000,76,
Spreckels CDP,16000US0673612,California,Monterey,414,3389.2,120385,148,414,414,47.8,275,0.207,0,0.135,110,0,0,174,477600,148,
Spring Garden CDP,16000US0673654,California,Plumas,20,30.6,-1,20,20,20,-1,20,0,0,0,0,0,0,20,-1,20,
Spring Valley CDP,16000US0673696,California,San Diego,31650,4310.8,72178,9951,31650,31650,35.2,20867,0.178,0,0.086,7465,0.084,0.084,10390,450900,9951,
Spring Valley CDP,16000US0673690,California,Lake,1094,221.7,56017,359,1094,1094,46.2,665,0.072,0,0.026,277,0.191,0.045,427,259600,359,
Spring Valley Lake CDP,16000US0673700,California,San Bernardino,8403,2778.4,84727,2817,8403,8403,42.4,5710,0.17,0,0.122,2327,0.064,0.078,3139,281100,2817,
Springville CDP,16000US0673710,California,Tulare,965,230.7,-1,514,965,965,38.4,736,0.095,0,0.05,280,0.436,0.046,514,163400,514,
Squaw Valley CDP,16000US0673794,California,Fresno,3646,64.5,75201,1198,3646,3646,43.2,2319,0.143,0,0.094,871,0.103,0.076,1488,233100,1198,
Squirrel Mountain Valley CDP,16000US0673815,California,Kern,981,544.8,50125,496,981,981,57.2,778,0.184,0,0.015,263,0.087,0.175,563,230700,496,
St. Helena city,16000US0664140,California,Napa,6101,1231.3,90031,2702,6101,6101,49.9,4520,0.304,1,0.196,1506,0.068,0.034,3272,1112100,2702,
Stallion Springs CDP,16000US0673868,California,Kern,3581,218,51475,1231,3581,3581,36.8,2257,0.098,0,0.033,776,0.126,0.125,1400,283200,1231,
Stanford CDP,16000US0673906,California,Santa Clara,16326,5946.8,58906,3550,16326,16326,22.5,5778,0.355,1,0.58,1085,0.02,0.047,3829,2000001,3550,
Stanton city,16000US0673962,California,Orange,38377,12390.4,57598,11282,38377,38377,34.9,25123,0.147,0,0.051,8233,0.131,0.046,11640,386400,11282,
Stevenson Ranch CDP,16000US0674130,California,Los Angeles,19179,3017.5,135179,6486,19179,19179,40.6,12741,0.308,1,0.229,4707,0.034,0.056,6769,732400,6486,
Stevinson CDP,16000US0674144,California,Merced,177,156.6,-1,96,177,177,47.8,166,0.09,0,0,57,0.333,0,154,-1,96,
Stinson Beach CDP,16000US0674172,California,Marin,600,416.5,122721,336,600,600,59,570,0.3,1,0.284,109,0,0.019,764,1701500,336,
Stirling City CDP,16000US0674186,California,Butte,374,317.7,-1,97,374,374,25.5,187,0.075,0,0,89,0.618,0.262,97,216700,97,
Stockton city,16000US0675000,California,San Joaquin,309228,4973.7,54614,95514,309228,309228,33,191221,0.126,0,0.056,68322,0.15,0.088,102795,273400,95514,
Stonyford CDP,16000US0675154,California,Colusa,92,31.8,-1,50,92,92,56.5,89,0.18,0,0,22,0.136,0,63,250000,50,
Storrie CDP,16000US0675168,California,Plumas,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,
Stratford CDP,16000US0675252,California,Kings,901,1319.4,50962,196,901,901,21.7,410,0.049,0,0,196,0.158,0.089,196,-1,196,
Strathmore CDP,16000US0675280,California,Tulare,3033,2135,25500,802,3033,3033,38.3,1741,0.064,0,0,581,0.465,0.177,868,105700,802,
Strawberry CDP,16000US0675322,California,Tuolumne,5,9.6,-1,0,5,5,79.5,5,0,0,0,0,0,0,266,-1,0,
Strawberry CDP,16000US0675315,California,Marin,5527,4154.5,107063,2391,5527,5527,45.5,3818,0.423,1,0.304,1348,0.027,0.037,2528,1633700,2391,
Sugarloaf Mountain Park CDP,16000US0675588,California,Tulare,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,
Sugarloaf Saw Mill CDP,16000US0675592,California,Tulare,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,69,-1,0,
Sugarloaf Village CDP,16000US0675596,California,Tulare,9,134.2,-1,5,9,9,83.5,9,0,0,0.222,5,0,0,34,-1,5,
Suisun City city,16000US0675630,California,Solano,29488,7260.8,83320,9310,29488,29488,34.4,19361,0.168,0,0.052,7058,0.062,0.056,9650,357500,9310,
Sultana CDP,16000US0675672,California,Tulare,1002,2257.9,30313,246,1002,1002,21.8,471,0.025,0,0,201,0.333,0.039,296,-1,246,
Summerland CDP,16000US0675714,California,Santa Barbara,844,425.7,73031,451,844,844,63.5,832,0.525,1,0.163,188,0,0,639,-1,451,
Sun Village CDP,16000US0677308,California,Los Angeles,13819,1279.1,46502,3471,13819,13819,34.2,8580,0.046,0,0.008,2940,0.208,0.087,3570,233500,3471,
Sunny Slopes CDP,16000US0676040,California,Mono,67,35.6,44674,52,67,67,63.9,67,0.91,1,0,8,0,0,220,289100,52,
Sunnyside CDP,16000US0675994,California,Fresno,4464,2333.4,77527,1569,4464,4464,40.3,2923,0.215,0,0.173,1149,0.117,0.019,1637,295000,1569,
Sunnyside-Tahoe City CDP,16000US0676015,California,Placer,1164,344.1,79145,503,1164,1164,41.5,865,0.464,1,0.124,275,0.055,0,2104,613300,503,
Sunnyvale city,16000US0677000,California,Santa Clara,152770,6934.6,140631,56103,152770,152770,35.3,111539,0.307,1,0.344,37977,0.037,0.04,59024,1223600,56103,
Sunol CDP,16000US0677042,California,Alameda,850,30.3,129231,316,850,850,50.9,674,0.251,1,0.191,244,0.041,0.046,380,1197000,316,
Susanville city,16000US0677364,California,Lassen,15064,1896.2,52488,3001,15064,15064,31.7,10604,0.053,0,0.02,1753,0.145,0.05,3601,183700,3001,
Sutter CDP,16000US0677378,California,Sutter,3005,989.9,69034,1089,3005,3005,41.4,2021,0.089,0,0.036,824,0.034,0.088,1148,248200,1089,
Sutter Creek city,16000US0677392,California,Amador,2573,953.2,45147,1196,2573,2573,50.8,1854,0.186,0,0.069,582,0.079,0.033,1322,347000,1196,
Swall Meadows CDP,16000US0677430,California,Mono,251,56.3,107813,137,251,251,68.6,245,0.286,1,0.327,110,0.145,0,228,690800,137,
Taft Heights CDP,16000US0677588,California,Kern,1998,6752.9,48913,670,1998,1998,26.8,1113,0.042,0,0.012,514,0.321,0.108,813,147000,670,
Taft Mosswood CDP,16000US0677595,California,San Joaquin,1104,2371.8,57137,373,1104,1104,45.1,815,0.074,0,0.007,273,0.081,0.099,414,178500,373,
Taft city,16000US0677574,California,Kern,9372,614,45197,3288,9372,9372,34.6,5859,0.081,0,0.025,1888,0.273,0.05,3504,146500,3288,
Tahoe Vista CDP,16000US0677700,California,Placer,1158,426.4,71827,491,1158,1158,34.9,884,0.307,1,0.157,257,0.125,0,1587,612500,491,
Tahoma CDP,16000US0677728,California,El Dorado; Placer,974,375.6,70592,375,974,974,37.5,678,0.378,1,0.09,217,0.152,0.038,2050,498600,375,
Talmage CDP,16000US0677784,California,Mendocino,1003,630.9,29438,279,1003,1003,36.4,579,0.276,1,0.107,195,0.128,0.101,279,391200,279,
Tamalpais-Homestead Valley CDP,16000US0677805,California,Marin,11689,2494.7,163071,4617,11689,11689,47.1,8339,0.399,1,0.366,3202,0.019,0.031,4760,1243500,4617,
Tara Hills CDP,16000US0677924,California,Contra Costa,5117,7697.8,73857,1678,5117,5117,37.8,3562,0.112,0,0.04,1227,0.029,0.026,1859,441300,1678,
Tarpey Village CDP,16000US0677960,California,Fresno,3609,4540.8,55000,1266,3609,3609,36.5,2391,0.131,0,0.041,874,0.133,0.073,1379,215100,1266,
Taylorsville CDP,16000US0678008,California,Plumas,198,61,250001,53,198,198,38.1,102,0,0,0.294,45,0,0,82,-1,53,
Tecopa CDP,16000US0678050,California,Inyo,168,9,30577,102,168,168,67,147,0.061,0,0.204,24,0.125,0.235,190,61500,102,
Tehachapi city,16000US0678092,California,Kern,12680,1249.2,54083,3197,12680,12680,37.4,9340,0.082,0,0.046,1906,0.107,0.074,3616,211200,3197,
Tehama city,16000US0678106,California,Tehama,481,605.6,40139,219,481,481,51,379,0.055,0,0.058,128,0.125,0.074,229,167000,219,
Temecula city,16000US0678120,California,Riverside,113381,3042.3,96183,33947,113381,113381,34.8,71124,0.215,0,0.125,27333,0.058,0.058,35739,444800,33947,
Temelec CDP,16000US0678126,California,Sonoma,1620,1020.3,44861,1072,1620,1620,72.1,1620,0.334,1,0.155,325,0,0.062,1162,477000,1072,
Temescal Valley CDP,16000US0678138,California,Riverside,27630,1428.5,108934,8141,27630,27630,38.1,17976,0.183,0,0.108,6568,0.038,0.051,8579,453600,8141,
Temple City city,16000US0678148,California,Los Angeles,36042,9000.6,78516,11467,36042,36042,43.5,26087,0.275,1,0.122,9133,0.081,0.033,12167,715300,11467,
Templeton CDP,16000US0678162,California,San Luis Obispo,7838,993,82237,2890,7838,7838,43.5,5445,0.236,0,0.141,2167,0.029,0.02,2999,528400,2890,
Tennant CDP,16000US0678176,California,Siskiyou,26,107.1,-1,17,26,26,73.8,26,0,0,0,9,0,0,94,-1,17,
Terminous CDP,16000US0678232,California,San Joaquin,446,456.3,55313,205,446,446,58.5,398,0.03,0,0.073,118,0.076,0.145,232,198100,205,
Terra Bella CDP,16000US0678288,California,Tulare,3182,1169.5,22500,864,3182,3182,32.9,1897,0.018,0,0,612,0.408,0.285,963,144000,864,
Teviston CDP,16000US0678336,California,Tulare,881,405.8,30875,279,881,881,41.4,596,0,0,0.045,279,0.319,0.238,290,158900,279,
Thermal CDP,16000US0678456,California,Riverside,1333,142.1,30433,429,1333,1333,29.8,783,0,0,0,248,0.31,0.161,620,-1,429,
Thermalito CDP,16000US0678470,California,Butte,6894,541.6,36964,2266,6894,6894,39.9,4588,0.064,0,0.041,1546,0.197,0.174,2583,163700,2266,
Thornton CDP,16000US0678568,California,San Joaquin,1033,484.3,29141,277,1033,1033,25.6,528,0.019,0,0.004,208,0.327,0.143,299,322700,277,
Thousand Oaks city,16000US0678582,California,Ventura,127873,2313.9,109378,45712,127873,127873,44.2,89379,0.296,1,0.212,32031,0.032,0.045,47930,726100,45712,
Thousand Palms CDP,16000US0678596,California,Riverside,6794,287.4,52697,2607,6794,6794,52,5009,0.068,0,0.055,1640,0.099,0.061,3738,181600,2607,
Three Rivers CDP,16000US0678638,California,Tulare,2424,54.5,72904,1101,2424,2424,55.9,2006,0.3,1,0.208,791,0.064,0.049,1455,295400,1101,
Three Rocks CDP,16000US0678652,California,Fresno,249,332.2,-1,71,249,249,48.7,231,0,0,0,48,0.208,0,71,-1,71,
